score,content,date
5,띠ㅣㄱ좉,2023-06-11
5,후예,2023-06-11
4,편리하게 사용할 수 있습니다,2023-06-11
5,좋아요~^^,2023-06-11
4,좋아요,2023-06-11
5,믿고 예약하는 야놀자~~숙소는 역시 야놀자에서,2023-06-11
5,굿,2023-06-10
5,좋아요,2023-06-10
4,편함,2023-06-10
5,예약도 편하고 전국 숙박시설 검색하기 좋네요,2023-06-10
1,별 하나 주기도 아까워요. 버튼 조작 잘 하셔아 합니다. 네트워크도 잘 확인하셔서 진행해야 해요. 내용 아내가 리조트 예약후 약 10분 후 변경내용이 있어 취소를 진행하고 다시 등록하려고 했슴. 예약 후 바로 변경하는데 문제가 없을 것으로 예상하고 진행. 그러나 앱이 잘 진행이 되질 않아 시간이 조금 지체됨. (알아보니 10분 10초가 지났다고 함) 이에 대해 취소와 변경을 진행하던중 3만원 차감되어 취소가 되어 문의. (10분안에 진행되어야 100% 환불 된다고 안내) 실수는 곧 소비자의 문제로 넘어갑니다. 환불 규정만 따지고 이에 대해 자세한 문의와 진행을 원했지만 무조건 그런건 없다. 환불로 인한 것은 규정에서 처리할 뿐 우리는 모른다등으로 말합니다. 그리고 이런 내용을 수정할 수 있는 구조나 조치가 전혀 없다고 말함. 댓글에도 개선하겠다 답글은 많던데. 글만 개선. 환불은 자기식대로 유리하게 진행. 문제가 생기면 나몰라요라는 식의 구조가 화가 나기에 별하나도 아까운 앱임.,2023-06-10
5,조아요,2023-06-10
5,굿,2023-06-10
5,좋아요!,2023-06-10
5,좋아요 알아서 날짜도 자동으로 되구,2023-06-10
5,각 매장별 비교할 수 있고 소비자 입장에서 선택가능하게 되어 있어서 좋아요.,2023-06-10
5,자주 사용하고 할인도 많이 되요,2023-06-10
5,예약도 취소도 편리..다양한 쿠폰제공,2023-06-10
5,사용이 편리하고 좋아요. 쿠폰 잘 썼습니다.^^,2023-06-10
5,시설 편리하고 이뻐요,2023-06-10
5,굿,2023-06-10
5,유용하게 잘 쓰고있습니다,2023-06-10
5,편리하게 예약되고 좋아요ㅋ,2023-06-10
5,좋아요,2023-06-10
5,유용하고 좋은 정보 감사~~^^,2023-06-09
1,숙박세일페스티발 쿠폰 본인인증 오류??? 또 이런오류는 첨보네.ㅋㅋ 주기시르면 이벤트를 하지 말던가... 뭔 이런 황당한 경우는 첨보네.. 이건 걍 삭제각임,2023-06-09
5,정말 유용해요,2023-06-09
1,이 앱 절때 쓰지마세요 내일 날짜로 1시간전에 예약한 것도 취소하려니 수수료를 70퍼센트난 때가는 양아치들이에요.,2023-06-09
4,예약이 쉬워요. 검색도 잘되고요.,2023-06-09
4,😐 도,2023-06-09
1,포인트모아놓은거어디가고 밀크연동해야쓸수있음? 도둑이네 뭐임? 맘대로 연동시키고 가입시키고 뭐죠? 내 포인트는 어디갔음? 짜증나네,2023-06-08
5,할인도 잘해주고 너무 유용 하게 이용 하고 있습니다. 보다 나은 서비스 지속해서 이벤트 많이 해주세요,2023-06-08
5,너무 편안하고 좋네요,2023-06-08
5,굳,2023-06-08
5,편리하고 쿠폰이 있어 비용부담이 적어요,2023-06-08
5,최고의 여행친구,2023-06-08
5,빠른선택.저렴한가격 비교.,2023-06-08
5,브라운도트 좋아서 잘 이용하고 있습니다,2023-06-08
4,최저가 빠른결제,2023-06-08
5,앱 너무좋아요,2023-06-08
5,아주좋아요,2023-06-08
4,항상친절하고 전국적으로 숙소가 저렴하고 신뢰가 가는기업이다,2023-06-08
5,페스타로 저렴하게 출장숙소 정했습니다.,2023-06-08
5,쿠폰 사용으로 저렴하게 이용했습니다,2023-06-08
5,쉽고편함,2023-06-08
5,굿굿굿,2023-06-07
5,할인도 되구 미리 예약하니깐 편해요,2023-06-07
5,간편하고 좋아요 ^^,2023-06-07
5,좋아요,2023-06-07
5,여기어때보다 세부적인 필터 적용으로 최적의 숙박업소찾기 쌉가능,2023-06-07
5,추가적인 할인도 많고 검색도 쉬워요,2023-06-07
5,일년에 두번씩 병원갈때 이용하지요 안락해서 좋아요,2023-06-07
3,"취소(환불)가 유난히 오래 걸립니다 5월말 에버랜드 구입했다가 하루만에 취소했는데 환불이 익월 4일에 되었어요 영업일 기준 5일 걸렸네요 (카드 환불기간이 아니라 취소처리 하는 기간만) 인터넷쇼핑이든 영화든 요즘은 결제취소시 즉시, 아무리 늦어도 24시간내엔 환불되는데 야놀자만 5~7일씩 취소처리중 입니다 이거 때문에 카드실적 꼬여서 혜택 날아갔어요 취소는 일주일 가까이 걸리는거 감안하고 신중히 결제하세요",2023-06-07
5,뭔가 다른 곳들에 비해 예약이 편하고 할인적용시 가장 저렴한 것 같아서 자주 애용합니다^^,2023-06-07
5,젛아요,2023-06-07
4,원래계정 증발해서 좀 아쉽긴한데 그냥 계속 쓸게요,2023-06-07
5,너무편하고. 좋넹ᆢㄷ,2023-06-07
5,좋은정보 좋습니다.,2023-06-07
5,좋아요,2023-06-07
5,많은체인 좋아요~^,2023-06-06
5,좋아요,2023-06-06
5,좋아요,2023-06-06
5,빠른 고객응대가 좋음,2023-06-06
4,가격적으로 저렴한 곳을 예약할 수 있어서 만족합니다.,2023-06-06
1,정말 나쁜 숙소를 나쁘다고 팩트 나열해도 숙소에서 마음에 안 들면 권리 침해로 밴 가능한 멋진 앱♥︎ 숙소 관리 안 해서 낮은 평점 받는 건데 그걸 가만히 앉아서 밴처리로 별점과 후기 조작질 가능♥︎ 여태 참고 썼는데 점점 심각해지네요^^,2023-06-06
3,시스템 오류나 문제가 발생하는 내용을 확인할 수 없는게 가장 큰 문제네요.,2023-06-06
5,좋아요,2023-06-06
5,편하고 익숙해서 좋아요,2023-06-06
5,야놀자최고,2023-06-06
4,좋아요,2023-06-06
5,대한민국 최고 여행앱,2023-06-05
5,좋아요,2023-06-05
5,짱,2023-06-05
5,정말정말 좋습니다 코인도 연동되서 너무 좋네요,2023-06-05
5,사용하기 너무편해요 적극추천드려요!,2023-06-05
5,놀러갈때 너무잘 알아보고 예약할수있어서 만족해요~~,2023-06-05
4,실시간 조회로 편하고 사진이나 리뷰가 잘되있어 좋습니다 할인좀 마이해주시면 좋겠쏴요,2023-06-05
5,편해요,2023-06-05
5,페스타조아요,2023-06-05
5,한눈에 보이는 정보로 정보를 잘알수 있어서 좋아요,2023-06-05
5,늘 출장이 잦은데.편합니다!,2023-06-05
1,오류가 너무 많이 나네요,2023-06-05
1,지금 이거 네트워크 이용불가 뜨네요. 데이터 잘 터지는데요.앱 자체에 문제가 있네요.점검 하셔야 할것 같습니다.,2023-06-05
5,가격도 싸고 하루 자기는 제일 인것 같아요,2023-06-05
4,"야놀자 이용에 만족합니다. 다른 예약사이트 보다 저렴하고 평가정도에 신뢰를 합니다. 다만, 쿠폰이 my page에 있으나 뭣인지 안내가 없는게 아쉽네요. 왜 적용이 안되는지? 어떤 쿠폰인지 간략한 설명이라도 있으면.",2023-06-05
5,거의 2~3만원이면 괜찮은 숙박업소에서 해결하니 이보다 좋은 어플이 어딨겠습니까만은.. 할인쿠폰때문에호텔 사장님들 남는거라도 있을지 걱정될정도..,2023-06-05
5,편함,2023-06-04
4,잘 사용하고 있어요,2023-06-04
1,기차표 다 가져가놓고 숙소 예약 해야지만 판매한다고..ㅋ 돈 벌기 쉽죠?,2023-06-04
5,직관적 높은 할인률,2023-06-04
5,조아용,2023-06-04
5,좋아요할인도많고,2023-06-04
5,너무 편해요,2023-06-04
1,"모텔 이용 정말 많이 하는데요. 야놀자 이제 안쓰려고요. 별일없으면 업계1위꺼 쓰는편인데..여긴 검색부터가 불편해요. 처음가본 타지에서 잘 모텔찾는데, 지역으로 검색 하나도 안되고 주요 핫플만 카테고리로 해놓고 지도검색도 현위치주변밖에 안되고요 불편해서 안씁니다.",2023-06-04
3,아이나가족이갈수있는숙소가더찾기쉬웠음좋겠어요,2023-06-04
5,넘 편하고 유익해요^^,2023-06-04
5,가성비 좋은 숙소 찾을때 좋습니다,2023-06-04
5,앱 덕분에 편하게 저렴하게 예약했네요. 감사합니다,2023-06-04
5,예약하는메뉴가 정말쉽네요^^,2023-06-03
3,ㆍ2ㅡ느느ㅟㅜㅡㅡ,2023-06-03
5,숙소이용에좋아요,2023-06-03
1,서비스가 안 좋아요,2023-06-03
5,샤샤샷,2023-06-03
5,깔끔 쾌적 위생,2023-06-03
5,굿,2023-06-03
5,편리해요,2023-06-03
4,잘 사용하고 있어요 ^^,2023-06-03
1,고객서비스 최악.. 상담사가 윗사람 데려오더니 화내면서 전화 끊더만 지들이 잘못한걸 오히려 내 잘못이라 하면서 로그가 안 남는다? 광고에 돈 쓰지말고 전산이나 제대로 관리해 손님한테 갑질하는 대단하신 분들,2023-06-03
1,15분내에 전화 안줘서 환불 못해준다. 10분 오버됐는데 규정이 그렇다 이렇다 절대 못해준다. 돈 9만원 잘 먹으시고 이 어플은 이제 절대 이용안함,2023-06-02
5,좋아요!! 신랑이랑 여행갈때 자주 써요!!,2023-06-02
1,고객센터 끔찍,2023-06-02
5,출장다니면서 쓰기 편라함,2023-06-02
5,좋아요,2023-06-02
5,다양하게 할인도 많이 되고 정보도 엄청 나네요!!!,2023-06-02
5,조아으ㅜㄴ,2023-06-02
5,이번 숙박페스타는 대박이네요 싸게싸게 좋은 곳에서 잘~묵습니다요,2023-06-02
5,만족합니다,2023-06-02
5,싸게 잘 이용하고 있어요,2023-06-02
5,여기어때보다 야놀자가 좋네요,2023-06-02
5,재미있고 신나요~~,2023-06-02
5,편하게 예약가능해서 좋아요^^,2023-06-01
4,할인도 다양하고 호텔리뷰를 통해 정보를 알수있어좋아요,2023-06-01
5,너무 좋아요,2023-06-01
1,기차표 싹슬이나 해가서 끼워파는 쓰레기,2023-06-01
4,", ㅋ ㅍhz zc s a, ㅋ, , , 5 , ㅁ , , ,ㅍ zc,z, 난 s z , ,ㅋ,, , 8 ,,, ,, z c cvh , s, ㅊ , ㅇ,ㄹ ㅋ ㅋ , , ,,,, , c ,, 8,",2023-06-01
5,설치만하면 결재가 편하네요,2023-06-01
5,편하고 좋네요,2023-06-01
5,쓰기편하고 정보도 볼수있어 좋아요,2023-06-01
5,15년 넘게 사용하고 있지만 단연코 숙박 어플 중에는 야놀자가 최고입니다.,2023-06-01
5,쿠폰을 발급해주고 싸게 예약할 수가 있어요,2023-06-01
5,여행하기 딱 좋은 곳 정말 가고 싶은 기억에 남는 곳 다시 가고 싶은 곳이라서 너무 좋아요,2023-06-01
5,주변 싸고좋은 숙소 찿기 좋아요,2023-06-01
5,정보와할인혜택이좋아요,2023-06-01
4,더 많은 모텔 및 호텔과 연계가 필요합니다,2023-06-01
5,이벤트 자주해서 좋습니다.,2023-05-31
5,국내 숙박 예약의 최강자!!!!,2023-05-31
5,여름휴가 야놀자에서 결제했는데 가장 저렴하네요,2023-05-31
5,대한민국 최고! 숙박예약은 무조건 야놀자야!,2023-05-31
5,할인쿠폰도 많이주고 정말 편리해요,2023-05-31
5,지방출장 중 필수앱,2023-05-31
5,야놀자가 제공하는 여행정보로 행복하고 편리한 여행을 하게되었습니다. 감사합니다,2023-05-30
5,good,2023-05-30
5,할인굿!,2023-05-30
5,편리하고 다양한 정보가 있습니다,2023-05-30
5,쥰내줗음,2023-05-30
1,이벤트 숙소 겁나 적네.,2023-05-30
1,이번 숙박할인권 축제 10시부터 들어가서 하는데 서버터져서 되지도 않네요. 관리도 못할거면서 홍보를 왜해. 아 너무 짜증나네요. 여기어때나 할걸. 지우고 두번다시 안들어갑니다 야놀자.,2023-05-30
5,좋아요,2023-05-30
3,ㄸ기직ㅂㄱㅂㄱ🥰,2023-05-30
5,깨끗하고조아요,2023-05-30
5,굿,2023-05-30
1,여기어때,2023-05-29
5,좋아요,2023-05-29
5,저렴하고좋아요,2023-05-29
5,좋아요~^^,2023-05-29
1,뉴스 잘봤습니다 그따구로 살지마쇼,2023-05-29
5,마노리,2023-05-29
5,이 앱을 사용하고나서 친구들에게 많이 추천하고 있습니다. 사용하기가 너무 편리해서요.내가 가고싶은곳의 숙박시설을 한눈에 볼수 있고 가격대가 좋아서 더 마음에 들었습니다! 좋은 정보 감사합니다.,2023-05-29
5,좋은 정보 감사합니다.,2023-05-28
5,굳,2023-05-28
5,저렴하고 좋아요,2023-05-28
5,최고예요! 하하하하,2023-05-28
5,믿고 사용하는 야놀자! 언제나 든즌합니다,2023-05-28
1,최악,2023-05-27
5,숙박 입실 가능 시간 빠른순으로도 검색이 됐음 좋겠어요ㅠㅠ몇시에 들어갈 수 있는지가 젤 중요한데 그걸 시간순으로 정렬이 안되니 아쉬워요..,2023-05-27
5,야놀자 싸고 편리하더군요.!!,2023-05-27
5,가성비 굿,2023-05-27
5,좋아요,2023-05-27
5,좋아요^^,2023-05-27
5,다양한 정보를 알수 있어서 좋아요,2023-05-27
5,편하고 좋아요,2023-05-26
5,좋아요.,2023-05-26
5,좋아요,2023-05-26
5,좋아요. 페스티벌 및 회사 미팅 후 급박하게 숙박시설 필요할 때 사용하면 유용합니다.,2023-05-26
5,가격저렴. 빠른예약. 좋은환경 감사합니다.,2023-05-26
1,고객센터 서비스 불만족,2023-05-26
5,편리해요,2023-05-26
5,야 놀자는 정말 최고에 사이트입니다^^ 전국 어디 해외 어디든 원하는곳을 다 해택을 누릴수 있답니다,2023-05-25
5,좋아요 편리해요,2023-05-25
5,굿~!!! 👍,2023-05-25
1,고객이 왕은 아니지만 호구도 아니다.,2023-05-25
5,편하고 쓰기 쉬어요,2023-05-25
5,할인해택이 많아 좋아요,2023-05-25
5,좋아요,2023-05-25
5,삘라요 싸요,2023-05-25
5,할인혜택이많아 좋아유,2023-05-25
5,희망 인원수를 높게 설정할 수 있어 좋네요 단체방 구하기 편해요,2023-05-25
1,지들이 당일예약 취소 하는 절대악 기업 불매운동 으로 일어나자 !!!!!,2023-05-25
5,사용하기 편하고 특가가 맘에 듭니다,2023-05-25
5,굿,2023-05-24
5,사용하기 너무 편해요. 인터페이스가 쉬워서 잘 사용하고 있습니다.,2023-05-24
5,장말 최고에요 항상 잘 사용하고 있습니다. 너무 사용하기 편해요,2023-05-24
5,좋네요,2023-05-24
5,굿굿,2023-05-24
4,필터중에 객실금연도 추가해주세요 없어진건지 못찾겠네요,2023-05-24
5,굿,2023-05-24
5,야놀자 자주 이용합니다 할인 쿠폰 마니 주세요,2023-05-24
5,좋아요,2023-05-24
5,"서프라이즈 혜택도 많고, 사이트 이용하기 아주 편리합니다.",2023-05-24
5,좋아요,2023-05-23
5,최저가와 혜택이벤트가 다양해서 좋아요,2023-05-23
5,편함,2023-05-23
1,ㅋㅋㅋㅋ 뉴스보니까 당일취소 문제 겁나 많네 걍 업체 번호에 직접 전화예약이 더 편하겠다ㅋㅋ 야놀자 망해라~~^^,2023-05-23
1,보름 전 예약했는데 여행당일 아침에 오류로인해서 지들멋데로 취소? 그래놓고 보상한다는게 50퍼 할인쿠폰? 장난하냐?,2023-05-23
5,예약이 편리하고 검증이 됩니다,2023-05-23
5,이불이 넘 깨끗해요.청결하고요,2023-05-23
5,사용하기 편리하고 선택의 여지가 많아서 좋아요,2023-05-23
5,야놀자 좋아요,2023-05-22
5,가격대비 객실 넓고 깨끗해요,2023-05-22
5,굿 좋아요 👍,2023-05-22
5,할인 개꿀,2023-05-22
4,굳 이에요,2023-05-22
5,편합니다,2023-05-22
1,1점도아깝다,2023-05-22
5,그냥 저렴한 숙소가 많아요,2023-05-21
4,굳,2023-05-21
5,예약하기쉬움,2023-05-21
4,좋아요,2023-05-21
5,가격좋고 정보빠릅니다,2023-05-21
5,편리해영,2023-05-21
5,교통편과 숙박 모두 편리하게 예약가능해서 좋아요!,2023-05-21
5,열람이 편하고 좋습니다.,2023-05-20
5,야놀자에서 제주패스 렌터카 쿠폰을 저렴하게 구매할 수 있어서 좋았습니다.,2023-05-20
4,좀 비싼듯,2023-05-20
5,좋음,2023-05-20
5,편리하고 좋아요~쿠폰 많이주세요ㅎㅎ,2023-05-20
5,아주 편리 해요 교통 부터 시작해 호화스러운 하우스 아주 좋아요 ㅋㅋ,2023-05-20
5,여기어때만 이용하다가 설치했는데 이용하는게 더 편리하게 되어있어요,2023-05-20
5,굿,2023-05-20
4,숙소 찾고 결재까지 편해요!,2023-05-20
5,굿굿 비교가 편함,2023-05-20
4,굿,2023-05-19
4,선택폭이 넓어서 좋아요,2023-05-19
5,야놀자 넘좋아용~~,2023-05-19
5,엄청 편리하고 이용하기 좋아요,2023-05-19
4,ㅇㄱㄷ보다 . .금액도저렴하고 설명도잘보여요!,2023-05-19
5,떡치려면 해야겠지?,2023-05-18
4,조아용,2023-05-18
1,글씨좀크게해주면 안돼유?? 좁쌀만해가지고 안보여유,2023-05-18
5,중독성 미쳤음,2023-05-18
5,전화상담 하고 예약햇는데 너무친절하십니다~!^^,2023-05-18
5,좋아요,2023-05-18
5,단골쿠폰 좋아요^^,2023-05-18
5,좋네요,2023-05-18
5,편하고 빠른정보 간단히 예약되서 좋아요,2023-05-17
5,좋아요,2023-05-17
5,넘편하고 찾기슆고 좋아용^^,2023-05-17
5,편하고 좋아요,2023-05-17
5,예약하기 넘 편하고 다양한 숙박업체들이 있어서 좋아요!,2023-05-17
5,ㅃ9리뜨기 좋아요,2023-05-17
4,"사용자 정보(리뷰)도 있어, 예약하기 편하고 보기 간편합니다",2023-05-17
5,좋아요~~,2023-05-17
5,대실이용하는데 더 일찍도 예약받아주셔서 아주 만족합니다,2023-05-17
5,고속버스 예매하기 세상 쉽고 간편해졌어요!!,2023-05-17
5,좋아요,2023-05-17
5,상담사분이 엄청 친절해요,2023-05-16
5,저렴해요,2023-05-16
4,사용편함,2023-05-16
5,주변 쾌적하고 합리적인 숙박업소 잘 알려주는 착한 앱!! 평소 잘 이용하고 있어서 별점으로 감사표시 보냅니다! 앞으로 번창하시고 더 다양한 혜택과 더 많은 업소 정보제공 부탁드립니다 !,2023-05-16
5,좋아요,2023-05-16
4,좋아요,2023-05-16
5,여해은 야놀자죠,2023-05-16
5,할인혜택이 많네요,2023-05-16
5,다른 숙박업소보다 UI가 보기 편해요,2023-05-16
5,자주쓰는데 좋아요~,2023-05-16
5,Good,2023-05-16
5,좋아요,2023-05-16
5,휴가 잡을때마다 잡아요 ㅋㅋㅋ 아주 좋아요,2023-05-16
5,너무 좋아요.. 숙박시설 뿐만 아니라 근처 볼거리나 관광지까지 추천해주시고 쿠폰이나 할인행사가 많아서 너무 유용하게 쓰고 있는 어플이에요.. 감사합니다ㅠㅠ,2023-05-16
5,좋아요,2023-05-16
5,싸고 바닷가랑 가까워서 좋아요,2023-05-16
5,결제와 검색이 편해요,2023-05-16
5,예약과 이용이 편리합니다,2023-05-15
5,간단하고 편해서 너무 좋아요,2023-05-15
5,자주이용 하면 편리합니다,2023-05-15
5,청주 호텔 찾기 2일 특가 찾게되어 기쁩니다,2023-05-15
5,👍최고,2023-05-15
5,생각보다는 훨씬 괜찮아요 😊,2023-05-15
3,편해요,2023-05-15
5,최고,2023-05-15
5,버스 예약 할인 좋네요. 토스 결제하니,2023-05-15
4,사용 간단. 예약 편리. 취소도 편리. 가맹점 선택 다수,2023-05-15
5,방 잡을때 좋아요,2023-05-15
1,환불하려면 고객센터에 두번이나 확인해야함,2023-05-15
5,좋아요 야놀자,2023-05-15
5,편하고 좋습니다,2023-05-15
5,저렴하게 좋은정보로 비교하면서 결재할수있어좋아요 실망한적이없어서 자주애용합니다,2023-05-15
5,가격이저렴하고 후기가 좋습니다,2023-05-15
5,좋아요,2023-05-15
5,예약이 편함,2023-05-15
5,말해 뭐해 야놀자 굿,2023-05-14
1,그저 KTX 암표상에 불과한 야놀자. KTX표가 왜 이렇게 빨리 다 매진되나 했더니 야놀자에서 사재기를 해놓고 숙소랑 끼워팔기를 하고 있었군요. 제발 비합리적이고 기업의 폭리만 취하려는 행태를 멈춰주세요.,2023-05-14
1,고속버스예매하였다가 차표확인안되어 홍역을 치루었네요 두번다시 야놀자이용하지 않을ㅈ거예요,2023-05-14
4,쿠폰기능은 좋네요,2023-05-14
5,편해요,2023-05-14
5,넘 편하고 좋아요^^♡,2023-05-14
5,예약편하고 여러곳을비교할수있어서 좋아요,2023-05-14
5,저렴하고 간편한 결제!!!,2023-05-14
5,간편하고 접근하기 편해서 좋아요~~,2023-05-14
5,여행에 꼭 필요한 앱이에요,2023-05-14
1,왜환불안되나요?,2023-05-13
5,생각지 못한 쿠폰이 있어요 결제할때 최대할인 클릭하면 자동적용되서너무 좋네요,2023-05-13
5,편하고 좋습니다,2023-05-13
1,당일취소 논란땜에 삭제요,2023-05-13
1,멀쩡한 표 다 사재기해서 묶어파는거 진짜 다 죽여버리고싶음 역겹다 진짜,2023-05-13
5,숙박잡기 참 편리한 앱,2023-05-13
5,사용하기 편해요,2023-05-13
1,최악,2023-05-12
5,쿠폰,2023-05-12
5,할인율도 높고 이용하기 편리해요,2023-05-12
1,확실한게 야놀자가 ㅇㄱㅇㄸ보다 수수료 4~5천원 더 비쌉니다 전체적으로요,2023-05-12
5,좋아요,2023-05-12
5,굳,2023-05-12
5,최저가가 많으니까,2023-05-12
5,간편하고 할인도좋아요,2023-05-12
5,현장에서 숙박 잡는 것보다 저렴해서 좋습니다,2023-05-12
1,ㅋㅋㅋㅋㅋㅋㅋ 쓰레기어플,2023-05-12
5,굿,2023-05-12
5,주변이나 가고싶은곳의 숙박시설을 찾기 쉽게 쿠폰도 많이..,2023-05-12
5,야놀자 잘해ㅋ,2023-05-12
5,설명 노 필요,2023-05-12
5,여러 펜션이나 호텔을 볼수있어좋아오ㅡ,2023-05-11
5,좋은데,2023-05-11
1,"소비자 권리에는 일말의 관심이 없는 서비스. 에러가 발생해도 로그가 남지 않아 사후 대처, 개선 모두 불가능한 서비스. 야놀자를 사용하시던 중 혹시라도 에러가 발생하였다면 캡쳐라도 꼭 하시기 바랍니다. 결제시도 중 계속 에러가 발생하여 야놀자의 오류페이지를 보시더라도 카카오톡을 꼭 확인하시기 바랍니다. ""우리는 결제 완료 알림톡을 보냈기 때문에 고지의무를 다했다."" ""에러는 없었으며 서비스 차원에서의 보상은 도의적인 수준에서 참작만 가능하다. 10~20%의 포인트를 받거나, 해 드릴 게 없다. 에러 진상 규명을 위해 연결해드릴 부서는 없다""",2023-05-11
5,저렴하게 티켓 구매해서~~좋아요,2023-05-11
5,근거리여행시 방잡구.놀거리.쇼핑하기좋은앱 주변쇼핑다니기도좋음,2023-05-11
4,길거리에서 안자두된다.좋다 써라,2023-05-11
5,아주 굿이네요,2023-05-11
5,굿,2023-05-11
1,걍 삭제 하도록 하자. 역시 여기어때가 갑,2023-05-11
5,"모텔부터 호텔 , 펜션까지 모든 숙박을 다 예약할수있어 최고라고 생각합니다.",2023-05-11
5,ㅅㅅ 하고 싶으면 야놀자,2023-05-10
5,편해요,2023-05-10
5,좋아요,2023-05-10
5,굿~~~~,2023-05-10
1,19살인데 생일 안지났다고 예약조차 불가능하네요 12월생은 길거리에서 얼어죽으란건가 성인되서도 이 어플 사용하나 봅시다. 혼자 여행하기 서럽네요,2023-05-10
4,경험해보세요 위기때마다 구출 넘바완 별 하나는 앞으로 더 발전하시라고요~~~~,2023-05-10
5,좋아요,2023-05-09
1,저는 삭제합니다 ㅂ2,2023-05-09
5,굿,2023-05-09
5,편리성이 좋아요!,2023-05-08
5,많이 좋아요 늘 감사합니다,2023-05-08
4,편리하고 할인도 되고 좋아요,2023-05-08
5,공기도 취고요 분위기도 좋고 깨끗하며 추억잘만들고 갑니다~^^,2023-05-08
1,"절대 쓰지마세요!! 최악임.. 출장 때문에 연박으로 4박 예약했는데 일정 변경되어서 업체와 야놀자측에 문의해서 2시간 가량 통화 했지만 취소 불가ㅋㅋ 상담원 왈 ""추후에 일정 변경이 가능하도록 빠른시일 내에 개선하겠다.(=너는 호구로 잡혔으니 오늘은 환불은 불가다)"" 체크인시간 애매하게 작은 글씨 회색으로 해놓음ㅎ 전략이겠지.. 자기들끼리는 마켓팅 잘한다고 칭찬했겠지..ㅎ 전형적인 소탐대실기업ㅎ 본인들이 대기업이라 생각하겠지만 10년도 못 가서 하락할듯..(서비스가 엉망임) agoda에서는 비슷한 사례로 당일취소도 재량에 의해 가능했었고 환불도 바로 처리해주고 소비자가 힘들일 필요없이 업체에 전화도 해주고 해결해줌...ㅋ 두번다시 이 어플 사용 안할거임, 별 1개도 아깝다..",2023-05-08
5,사용하기 편리해서 좋아요,2023-05-08
1,뭐 이딴 플랫폼이 있냐 뉴스보고왔다 너네는 2년안에 망할꺼라본다 여러분 야놀자 이딴 ㅆㄹㄱ같은곳말고 여기어때로 가세요 훨씬더좋습니다,2023-05-08
5,편리해요,2023-05-08
5,야놀자 정보도 많고 포인트도 짱,2023-05-07
4,사용하기 편리해요,2023-05-07
4,편리한 검색 다양한 숙박시설 사용하기 너무 편해요 👍 👍 👍,2023-05-07
5,편해서 좋아요,2023-05-07
5,쿠폰등 저렴하게 출장숙소를 선택함,2023-05-07
5,편해요,2023-05-07
5,좋네용!!,2023-05-06
5,좋아요 가맹점도 많구,2023-05-06
5,빠르고 정확하고 너무 편해요,2023-05-06
5,범성하세요,2023-05-06
5,대실 기준으로 최대 이용 가능시간별로 쉽게 찾아볼 수 있는 탭이 따로 있으면 많이 이용할것같아요 (6시간 이상~ 7시간 이상~ 10시간 이상~ 11시간 이상~) 🥺 10시간 이상 이런 식으로 설정하면 최대 10시간 이상 대실 가능한 숙소만 모아 볼 수 있으면 정말 편할것같네요ㅠ,2023-05-06
5,항상 잘 쓰고 있음!!!,2023-05-06
5,할인타임 맞추니 1만원 할인되고 좋네요!! 감사합니다~~,2023-05-06
5,가격이 젤싸고 방도 많아요,2023-05-06
5,편해서 좋아요,2023-05-06
5,정보가 일치하고 추가 활인 있어요,2023-05-06
5,국내숙박탑클 야놀자 가성비숙소 픽하는데 큰도움 되었슈다,2023-05-05
5,조아요,2023-05-05
5,예약이 잘되고 좋습니다,2023-05-05
5,중독성 있는노래 야야야...야놀자!,2023-05-05
5,편하고좋아요,2023-05-05
5,좋아요,2023-05-05
5,조아요,2023-05-05
1,쓰레기들아 기차표는 기차앱에서만 해야될거 아니야,2023-05-05
1,부정적 의견보고 설치하자 죄다 고객센터 문의하라는 토스다 연결도 안되는데ㅋㅋㅋㅋㅋ,2023-05-05
5,좋아요,2023-05-05
5,할인율이 높아서 좋아요,2023-05-05
1,예약사항 확인해보려고 고객센터 전화. 어제도 그렇고 오늘도 전화 연결안됨. 나스닥에 상장할 회사인데 소통할 수단이 없음. 동네 슈퍼도 아니고. 예약 취소 못하는 이유가있군요.,2023-05-05
5,다양성,2023-05-05
5,사용하기 너무 좋은 어플입니다,2023-05-04
5,좋아요,2023-05-04
1,"폐장일까지 사용할 수 있다고 해서 가족여행을 위해 회사 휴가도 내고 일정 조정해서 계획을 세워서 눈썰매장을 예약을 사고 숙소까지 예약했습니다. 근데 야놀자에서 일방적으로 사용날짜를 앞당기고 문자 한통 떡 보내왔더군여. 환불해주면 뭐 합니까? 내가 계획을 위해 허비한 시간 가족 여행 폭파에 대한 정신적 손해 이게 더 큰거 아닌가요? 모든 일정은 완전 망가졌고 문의해도 정책이라 어쩔 수 없다는 답변만 하더군여. 예약페이지에는 사용일자도 슬그머님 니 변경했구요. 기가 차서 캡쳐해놓은 이미지로 소비자고발,신문고 등 여러곳에 갑질에 대해 고발할려다가 참았습니다. 그래도 소비자 상대하는 큰 조직으로서 앞으로 그러지 맙시다. 아무리 중간에서 유통하는 기업이하지만 책임은 지고 잘 수습할려는 모습은 보여야죠.",2023-05-04
5,편리함,2023-05-04
5,항상애용중,2023-05-04
5,굿,2023-05-04
5,사랑합니다~,2023-05-04
5,가장 쓰기편하고 좋아요,2023-05-04
5,좋은 호텔 많아요~,2023-05-04
